Área de conservación,Localidad,Sitio,Sitio (otro nombre),Sitio+Período,Buzo,Tipo muestreo,Transecto (cod.campo),Transecto (codSitio/Fecha),Transecto (cod.Continuo),Área transecto (m),Fecha,Año,Período,Digitador,Fecha digitación,Profundidad,Categoría profundidad,Visibilidad,Hora inicio,Hora Final,Tiempo,Tiempo fina (min),Código sp.,Especie,Total,2.5,7.5,12.5,17.5,25,35,45,55,65,75,85,95,112.5,137.5,162.5,187.5,225,275,325,700,a,b,Biomasa,Biomasa (g/m2),Biomasa (Kg/Ha),Biomasa (tn/ha),CPUE (individuos/min),Densidad,NT (Fishbase),GF abrev. (Quimbayo/Roff),GF (Quimbayo/Roff),IUCN
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sgh,Scarus ghobban,3,,,,3,,,,,,,,,,,,,,,,,0.0233,2.919,297.1017705,5.94203541,59.4203541,0.059420354,0.3,0.06,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,fco,Fistularia commersonii,1,,,,,,,,,,,,1,,,,,,,,,0.0006,3,514.425,10.2885,102.885,0.102885,0.1,0.02,4.3,PS,Piscivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,jni,Johnrandallia nigrirostris,2,,2,,,,,,,,,,,,,,,,,,,0.0256,3.0006,21.62612893,0.432522579,4.325225787,0.004325226,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,8,,,8,,,,,,,,,,,,,,,,,,0.0249,3.013,402.0492009,8.040984018,80.40984018,0.08040984,0.8,0.16,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,30,,30,,,,,,,,,,,,,,,,,,,0.01261,2.8783,124.889284,2.49778568,24.9778568,0.024977857,3,0.6,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,2,,,2,,,,,,,,,,,,,,,,,,0.0219,3,85.546875,1.7109375,17.109375,0.017109375,0.2,0.04,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,mba,Microspathodon bairdii,1,,,,1,,,,,,,,,,,,,,,,,0.0239,3.082,161.9724558,3.239449116,32.39449116,0.032394491,0.1,0.02,2.5,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,1,1,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,cat,Chromis atrilobata,5,5,,,,,,,,,,,,,,,,,,,,0.00523,3.41655,0.598485496,0.01196971,0.119697099,0.000119697,0.5,0.1,3.4,PK,Planktivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,hma,Haemulon maculicauda,1,,,1,,,,,,,,,,,,,,,,,,0.0089,3.16,26.03908071,0.520781614,5.207816142,0.005207816,0.1,0.02,4.2,PS,Piscivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,bpo,Balistes polylepis,2,,,1,,1,,,,,,,,,,,,,,,,0.0268,2.8983,342.3316256,6.846632512,68.46632512,0.068466325,0.2,0.04,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sgh,Scarus ghobban,1,,,,,1,,,,,,,,,,,,,,,,0.0233,2.919,280.5064206,5.610128411,56.10128411,0.056101284,0.1,0.02,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,1,,,1,,,,,,,,,,,,,,,,,,0.0193,2.8511,25.8795933,0.517591866,5.17591866,0.005175919,0.1,0.02,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,1,1,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.285375317,0.005707506,0.057075063,5.71E-05,0.1,0.02,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sri,Seriola rivoliana,1,,,,,,1,,,,,,,,,,,,,,,0.02,2.98,798.6431441,15.97286288,159.7286288,0.159728629,0.1,0.02,4.5,PS,Piscivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,1,,,,1,,,,,,,,,,,,,,,,,0.0219,3,117.3703125,2.34740625,23.4740625,0.023474063,0.1,0.02,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,2,,2,,,,,,,,,,,,,,,,,,,0.0126,3.0673,12.17519579,0.243503916,2.435039159,0.002435039,0.2,0.04,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,fco,Fistularia commersonii,1,,,,,,,,1,,,,,,,,,,,,,0.0006,3,99.825,1.9965,19.965,0.019965,0.1,0.02,4.3,PS,Piscivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,2,2,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sru,Scarus rubroviolaceus,1,,,1,,,,,,,,,,,,,,,,,,0.0136,3.109,34.98099342,0.699619868,6.996198684,0.006996199,0.1,0.02,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,125,20,100,5,,,,,,,,,,,,,,,,,,0.0126,3.0673,758.7931092,15.17586218,151.7586218,0.151758622,12.5,2.5,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,6,,5,1,,,,,,,,,,,,,,,,,,0.01261,2.8783,38.92624541,0.778524908,7.785249083,0.007785249,0.6,0.12,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,jni,Johnrandallia nigrirostris,2,,,2,,,,,,,,,,,,,,,,,,0.0256,3.0006,100.1516586,2.003033172,20.03033172,0.020030332,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,cat,Chromis atrilobata,200,200,,,,,,,,,,,,,,,,,,,,0.00523,3.41655,23.93941983,0.478788397,4.787883967,0.004787884,20,4,3.4,PK,Planktivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sac,Stegastes acapulcoensis,5,,5,,,,,,,,,,,,,,,,,,,0.0349,2.9109,61.51928268,1.230385654,12.30385654,0.012303857,0.5,0.1,2,HD,Detritivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,10,,10,,,,,,,,,,,,,,,,,,,0.0193,2.8511,60.31765891,1.206353178,12.06353178,0.012063532,1,0.2,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,2,2,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.570750635,0.011415013,0.114150127,0.00011415,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,,1,,,,,,,,,,,,,,,,,,,0.0249,3.013,10.78347991,0.215669598,2.156695983,0.002156696,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,A. Beita,Arrecifal,3,3,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,mle,Muraena lentiginosa,1,,,,,,1,,,,,,,,,,,,,,,0.0017,2.9528,61.62728606,1.232545721,12.32545721,0.012325457,0.1,0.02,3.9,PS,Piscivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,1,4,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,3,,,3,,,,,,,,,,,,,,,,,,0.0219,3,128.3203125,2.56640625,25.6640625,0.025664063,0.3,0.06,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,1,4,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,5,,5,,,,,,,,,,,,,,,,,,,0.0126,3.0673,30.43798948,0.60875979,6.087597897,0.006087598,0.5,0.1,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,1,4,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,2,,,2,,,,,,,,,,,,,,,,,,0.0193,2.8511,51.7591866,1.035183732,10.35183732,0.010351837,0.2,0.04,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,1,4,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,,,1,,,,,,,,,,,,,,,,,,0.0249,3.013,50.25615011,1.005123002,10.05123002,0.01005123,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,1,4,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,fco,Fistularia commersonii,1,,,,,,1,,,,,,,,,,,,,,,0.0006,3,25.725,0.5145,5.145,0.005145,0.1,0.02,4.3,PS,Piscivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,1,4,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,cox,Cirrhitichthys oxycephalus,1,,1,,,,,,,,,,,,,,,,,,,0.0332,3,14.00625,0.280125,2.80125,0.00280125,0.1,0.02,3.9,IN,Invertebrivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,2,5,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,2,,,1,1,,,,,,,,,,,,,,,,,0.0219,3,160.14375,3.202875,32.02875,0.03202875,0.2,0.04,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,2,5,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,2,,,,2,,,,,,,,,,,,,,,,,0.0249,3.013,277.0148069,5.540296138,55.40296138,0.055402961,0.2,0.04,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,2,5,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,jni,Johnrandallia nigrirostris,2,,,2,,,,,,,,,,,,,,,,,,0.0256,3.0006,100.1516586,2.003033172,20.03033172,0.020030332,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,2,5,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,2,,2,,,,,,,,,,,,,,,,,,,0.0193,2.8511,12.06353178,0.241270636,2.412706356,0.002412706,0.2,0.04,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,3,6,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,,,,1,,,,,,,,,,,,,,,,,0.0249,3.013,138.5074035,2.770148069,27.70148069,0.027701481,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,3,6,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,5,,5,,,,,,,,,,,,,,,,,,,0.0126,3.0673,30.43798948,0.60875979,6.087597897,0.006087598,0.5,0.1,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,3,6,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,3,,1,2,,,,,,,,,,,,,,,,,,0.0193,2.8511,57.79095249,1.15581905,11.5581905,0.01155819,0.3,0.06,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Bajo Percy,Pelonas,Percy 14-19,N. Sandoval,Arrecifal,3,6,,50,24/07/2014,2014,2014-2018,A. Beita,,10,Profundo,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,1,,,1,,,,,,,,,,,,,,,,,,0.0219,3,42.7734375,0.85546875,8.5546875,0.008554688,0.1,0.02,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,5,1,4,,,,,,,,,,,,,,,,,,,0.0193,2.8511,24.39016551,0.48780331,4.878033103,0.004878033,0.5,0.1,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,,,1,,,,,,,,,,,,,,,,,,0.0249,3.013,50.25615011,1.005123002,10.05123002,0.01005123,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,1,1,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.285375317,0.005707506,0.057075063,5.71E-05,0.1,0.02,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,10,,10,,,,,,,,,,,,,,,,,,,0.01261,2.8783,41.62976133,0.832595227,8.325952266,0.008325952,1,0.2,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,dho,Diodon holocanthus,1,,,1,,,,,,,,,,,,,,,,,,0.0219,3,42.7734375,0.85546875,8.5546875,0.008554688,0.1,0.02,3.3,IN,Invertebrivores,NE
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,4,1,3,,,,,,,,,,,,,,,,,,,0.0193,2.8511,18.35839962,0.367167992,3.671679925,0.00367168,0.4,0.08,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,33,10,22,1,,,,,,,,,,,,,,,,,,0.01261,2.8783,111.4592451,2.229184901,22.29184901,0.022291849,3.3,0.66,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,2,2,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.570750635,0.011415013,0.114150127,0.00011415,0.2,0.04,3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,2,,2,,,,,,,,,,,,,,,,,,,0.0126,3.0673,12.17519579,0.243503916,2.435039159,0.002435039,0.2,0.04,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,cat,Chromis atrilobata,200,,200,,,,,,,,,,,,,,,,,,,0.00523,3.41655,1021.462069,20.42924137,204.2924137,0.204292414,20,4,3.4,PK,Planktivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,2,,1,1,,,,,,,,,,,,,,,,,,0.0249,3.013,61.03963003,1.220792601,12.20792601,0.012207926,0.2,0.04,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,hpa,Holacanthus passer,1,,1,,,,,,,,,,,,,,,,,,,0.02713,3.08423,13.56250759,0.271250152,2.712501517,0.002712502,0.1,0.02,2.6,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,2,2,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sac,Stegastes acapulcoensis,3,1,2,,,,,,,,,,,,,,,,,,,0.0349,2.9109,25.11027432,0.502205486,5.022054864,0.005022055,0.3,0.06,2,HD,Detritivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,bdi,Bodianus diplotaenia,1,,1,,,,,,,,,,,,,,,,,,,0.0201,2.9992,8.466029912,0.169320598,1.693205982,0.001693206,0.1,0.02,3.4,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,pla,Prionurus laticlavius,2,,,,2,,,,,,,,,,,,,,,,,0.198,2.504,513.1714183,10.26342837,102.6342837,0.102634284,0.2,0.04,2.7,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sve,Sufflamen verres,1,,,,1,,,,,,,,,,,,,,,,,0.0249,3.013,138.5074035,2.770148069,27.70148069,0.027701481,0.1,0.02,3.3,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sgh,Scarus ghobban,3,2,1,,,,,,,,,,,,,,,,,,,0.0233,2.919,9.025526791,0.180510536,1.805105358,0.001805105,0.3,0.06,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,cat,Chromis atrilobata,100,100,,,,,,,,,,,,,,,,,,,,0.00523,3.41655,11.96970992,0.239394198,2.393941983,0.002393942,10,2,3.4,PK,Planktivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,31,30,1,,,,,,,,,,,,,,,,,,,0.01261,2.8783,9.450192317,0.189003846,1.890038463,0.001890038,3.1,0.62,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,hdi,Halichoeres dispilus,1,1,,,,,,,,,,,,,,,,,,,,0.0126,3.0673,0.209397713,0.004187954,0.041879543,4.19E-05,0.1,0.02,3.9,IN,Invertebrivores,LC
ACG,Bahía Culebra,Palmares II,Palmitas,Palmares 14-19,Juan Carlos Azofeifa,Arrecifal,3,3,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,4.6,Somero,No indica,No indica,No indica,No indica,10,sac,Stegastes acapulcoensis,8,1,7,,,,,,,,,,,,,,,,,,,0.0349,2.9109,86.629557,1.73259114,17.3259114,0.017325911,0.8,0.16,2,HD,Detritivores,LC
ACG,Bahía Culebra,Playa Blanca,Playa Blanca,Playa Blanca 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,,Somero,No indica,No indica,No indica,No indica,10,tlu,Thalassoma lucasanum,160,100,60,,,,,,,,,,,,,,,,,,,0.01261,2.8783,267.4026219,5.348052438,53.48052438,0.053480524,16,3.2,3.5,IN,Invertebrivores,LC
ACG,Bahía Culebra,Playa Blanca,Playa Blanca,Playa Blanca 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,,Somero,No indica,No indica,No indica,No indica,10,sgh,Scarus ghobban,90,90,,,,,,,,,,,,,,,,,,,,0.0233,2.919,30.42182864,0.608436573,6.084365729,0.006084366,9,1.8,2,HM,Macroalgae feeders,LC
ACG,Bahía Culebra,Playa Blanca,Playa Blanca,Playa Blanca 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,,Somero,No indica,No indica,No indica,No indica,10,sps,Serranus psittacinus,2,,2,,,,,,,,,,,,,,,,,,,0.0193,2.8511,12.06353178,0.241270636,2.412706356,0.002412706,0.2,0.04,3.6,PS,Piscivores,LC
ACG,Bahía Culebra,Playa Blanca,Playa Blanca,Playa Blanca 14-19,Juan Carlos Azofeifa,Arrecifal,1,1,,50,18/02/2015,2015,2014-2018,Carolina Salas-Moya,11/3/2015,,Somero,No indica,No indica,No indica,No indica,10,cpu,Canthigaster punctatissima,1,1,,,,,,,,,,,,,,,,,,,,0.0197,2.9174,0.285375317,0.005707506,0.057075063,5.71E-05,0.1,0.02,3,IN,Invertebrivores,LC
