year,month,date,site,diver,transect,t.area,Profundidad,Categoría.profundidad,Código.sp.,Especie,Total,a,b,GF..Quimbayo.Roff.,IUCN,biomass,biomass_g.m2,biomass_kg.ha,biomass_tn.ha,density,size,abd
2015,August,8/4/2015,Esmeralda,A. Beita,2,50,4.6,Somero,nde,Nicholsina denticulata,1,0.0122,3.167,Macroalgae feeders,LC,7.205744382,0.144114888,1.441148876,0.001441149,0.02,7.5,1
2015,August,8/4/2015,Esmeralda,A. Beita,3,50,4.6,Somero,sgh,Scarus ghobban,33,0.0233,2.919,Macroalgae feeders,LC,4277.772401,85.55544801,855.5544801,0.85555448,0.66,7.5,8
2015,August,8/4/2015,Esmeralda,A. Beita,3,50,4.6,Somero,tlu,Thalassoma lucasanum,40,0.01261,2.8783,Invertebrivores,LC,166.5190453,3.330380906,33.30380906,0.033303809,0.8,7.5,40
2015,August,8/4/2015,Esmeralda,A. Beita,3,50,4.6,Somero,cat,Chromis atrilobata,20,0.00523,3.41655,Planktivores,LC,102.1462069,2.042924137,20.42924137,0.020429241,0.4,7.5,20
2015,August,8/4/2015,Esmeralda,A. Beita,3,50,4.6,Somero,sps,Serranus psittacinus,15,0.0193,2.8511,Piscivores,LC,112.8661514,2.257323027,22.57323027,0.02257323,0.3,7.5,10
2015,August,8/4/2015,Esmeralda,A. Beita,3,50,4.6,Somero,paz,Plagiotremus azaleus,1,0.0046,3.1388,Piscivores,LC,2.566847842,0.051336957,0.513369568,0.00051337,0.02,7.5,1
2015,August,8/4/2015,Esmeralda,A. Beita,3,50,4.6,Somero,sac,Stegastes acapulcoensis,1,0.0349,2.9109,Detritivores,LC,12.30385654,0.246077131,2.460771307,0.002460771,0.02,7.5,1
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,4,50,2.5,Somero,tlu,Thalassoma lucasanum,14,0.01261,2.8783,Invertebrivores,LC,54.29493027,1.085898605,10.85898605,0.010858986,0.28,7.5,13
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,4,50,2.5,Somero,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,9.2390625,0.18478125,1.8478125,0.001847813,0.02,7.5,1
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,5,50,2.5,Somero,tlu,Thalassoma lucasanum,132,0.01261,2.8783,Invertebrivores,LC,577.4096268,11.54819254,115.4819254,0.115481925,2.64,7.5,130
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,5,50,2.5,Somero,dho,Diodon holocanthus,3,0.0219,3,Invertebrivores,NE,360.665625,7.2133125,72.133125,0.072133125,0.06,7.5,2
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,5,50,2.5,Somero,sgh,Scarus ghobban,14,0.0233,2.919,Macroalgae feeders,LC,116.8928062,2.337856123,23.37856123,0.023378561,0.28,7.5,14
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,5,50,2.5,Somero,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,21.56695983,0.431339197,4.313391965,0.004313392,0.04,7.5,2
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,5,50,2.5,Somero,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,6,50,2.5,Somero,tlu,Thalassoma lucasanum,200,0.01261,2.8783,Invertebrivores,LC,832.5952266,16.65190453,166.5190453,0.166519045,4,7.5,200
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,6,50,2.5,Somero,sgh,Scarus ghobban,10,0.0233,2.919,Macroalgae feeders,LC,227.1886412,4.543772823,45.43772823,0.045437728,0.2,7.5,5
2015,August,8/4/2015,Esmeralda,Juan Carlos Azofeifa,6,50,2.5,Somero,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2015,August,8/5/2015,Güiri-Güiri,Juan Carlos Azofeifa,1,50,3.1-4.4,,sgh,Scarus ghobban,50,0.0233,2.919,Macroalgae feeders,LC,532.4293314,10.64858663,106.4858663,0.106485866,1,7.5,46
2015,August,8/5/2015,Güiri-Güiri,Juan Carlos Azofeifa,1,50,3.1-4.4,,tlu,Thalassoma lucasanum,50,0.01261,2.8783,Invertebrivores,LC,208.1488066,4.162976133,41.62976133,0.041629761,1,7.5,50
2015,August,8/5/2015,Güiri-Güiri,Juan Carlos Azofeifa,2,50,3.1-4.4,,sgh,Scarus ghobban,61,0.0233,2.919,Macroalgae feeders,LC,953.804503,19.07609006,190.7609006,0.190760901,1.22,7.5,52
2015,August,8/5/2015,Güiri-Güiri,Juan Carlos Azofeifa,3,50,3.1-4.4,,hdi,Halichoeres dispilus,1,0.0126,3.0673,Invertebrivores,LC,6.087597897,0.121751958,1.217519579,0.00121752,0.02,7.5,1
2015,August,8/5/2015,Güiri-Güiri,Juan Carlos Azofeifa,3,50,3.1-4.4,,sgh,Scarus ghobban,18,0.0233,2.919,Macroalgae feeders,LC,298.4527,5.969053999,59.69053999,0.05969054,0.36,7.5,15
2015,August,8/5/2015,Güiri-Güiri,Juan Carlos Azofeifa,3,50,3.1-4.4,,cat,Chromis atrilobata,7,0.00523,3.41655,Planktivores,LC,35.7511724,0.715023448,7.15023448,0.007150234,0.14,7.5,7
2015,August,8/5/2015,Güiri-Güiri,Juan Carlos Azofeifa,3,50,3.1-4.4,,tlu,Thalassoma lucasanum,30,0.01261,2.8783,Invertebrivores,LC,124.889284,2.49778568,24.9778568,0.024977857,0.6,7.5,30
2015,August,8/5/2015,Palmitas,Juan Carlos Azofeifa,1,50,2.6-3.3,,tlu,Thalassoma lucasanum,294,0.01261,2.8783,Invertebrivores,LC,805.2973738,16.10594748,161.0594748,0.161059475,5.88,7.5,180
2015,August,8/5/2015,Palmitas,Juan Carlos Azofeifa,1,50,2.6-3.3,,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,6.294867842,0.125897357,1.258973568,0.001258974,0.04,7.5,1
2015,August,8/5/2015,Palmitas,Juan Carlos Azofeifa,1,50,2.6-3.3,,hdi,Halichoeres dispilus,11,0.0126,3.0673,Invertebrivores,LC,66.96357686,1.339271537,13.39271537,0.013392715,0.22,7.5,11
2015,August,8/5/2015,Palmitas,Juan Carlos Azofeifa,1,50,2.6-3.3,,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,9.2390625,0.18478125,1.8478125,0.001847813,0.02,7.5,1
2015,August,8/5/2015,Palmitas,Juan Carlos Azofeifa,1,50,2.6-3.3,,sgh,Scarus ghobban,4,0.0233,2.919,Macroalgae feeders,LC,33.39794462,0.667958892,6.679588923,0.006679589,0.08,7.5,4
2015,August,8/5/2015,Palmitas,Juan Carlos Azofeifa,2,50,2.6-3.3,,sgh,Scarus ghobban,6,0.0233,2.919,Macroalgae feeders,LC,50.09691693,1.001938339,10.01938339,0.010019383,0.12,7.5,6
2015,August,8/5/2015,Palmitas,Juan Carlos Azofeifa,3,50,2.6-3.3,,tlu,Thalassoma lucasanum,81,0.01261,2.8783,Invertebrivores,LC,351.1494554,7.022989107,70.22989107,0.070229891,1.62,7.5,80
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,1,50,3,Somero,tlu,Thalassoma lucasanum,71,0.01261,2.8783,Invertebrivores,LC,229.7849822,4.595699644,45.95699644,0.045956996,1.42,7.5,50
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,1,50,3,Somero,hdi,Halichoeres dispilus,27,0.0126,3.0673,Invertebrivores,LC,17.41013861,0.348202772,3.482027723,0.003482028,0.54,7.5,2
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,2,50,3,Somero,sps,Serranus psittacinus,4,0.0193,2.8511,Piscivores,LC,24.12706356,0.482541271,4.825412713,0.004825413,0.08,7.5,4
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,2,50,3,Somero,hdi,Halichoeres dispilus,10,0.0126,3.0673,Invertebrivores,LC,25.60677786,0.512135557,5.121355573,0.005121356,0.2,7.5,4
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,2,50,3,Somero,dho,Diodon holocanthus,8,0.0219,3,Invertebrivores,NE,20.53125,0.410625,4.10625,0.00410625,0.16,7.5,2
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,2,50,3,Somero,tlu,Thalassoma lucasanum,7,0.01261,2.8783,Invertebrivores,LC,5.22041937,0.104408387,1.044083874,0.001044084,0.14,7.5,1
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,2,50,3,Somero,jni,Johnrandallia nigrirostris,1,0.0256,3.0006,Invertebrivores,LC,10.81306447,0.216261289,2.162612893,0.002162613,0.02,7.5,1
2015,August,8/5/2015,Playa Blanca,Juan Carlos Azofeifa,3,50,3,Somero,dho,Diodon holocanthus,1,0.0219,3,Invertebrivores,NE,9.2390625,0.18478125,1.8478125,0.001847813,0.02,7.5,1
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,1,50,no indica,,cat,Chromis atrilobata,131,0.00523,3.41655,Planktivores,LC,669.0576549,13.3811531,133.811531,0.133811531,2.62,7.5,131
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,1,50,no indica,,tlu,Thalassoma lucasanum,92,0.01261,2.8783,Invertebrivores,LC,78.00334537,1.560066907,15.60066907,0.015600669,1.84,7.5,11
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,1,50,no indica,,sve,Sufflamen verres,5,0.0249,3.013,Invertebrivores,LC,93.39006977,1.867801395,18.67801395,0.018678014,0.1,7.5,4
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,1,50,no indica,,mdo,Microspathodon dorsalis,1,0.0239,3.082,Macroalgae feeders,LC,11.89424048,0.23788481,2.378848095,0.002378848,0.02,7.5,1
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,1,50,no indica,,sac,Stegastes acapulcoensis,1,0.0349,2.9109,Detritivores,LC,12.30385654,0.246077131,2.460771307,0.002460771,0.02,7.5,1
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,1,50,no indica,,hdi,Halichoeres dispilus,26,0.0126,3.0673,Invertebrivores,LC,396.6860461,7.933720923,79.33720923,0.079337209,0.52,7.5,25
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,1,50,no indica,,sps,Serranus psittacinus,3,0.0193,2.8511,Piscivores,LC,18.09529767,0.361905953,3.619059535,0.00361906,0.06,7.5,3
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,2,50,no indica,,hdi,Halichoeres dispilus,12,0.0126,3.0673,Invertebrivores,LC,37.35064807,0.747012961,7.470129614,0.00747013,0.24,7.5,1
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,2,50,no indica,,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,21.56695983,0.431339197,4.313391965,0.004313392,0.04,7.5,2
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,2,50,no indica,,tlu,Thalassoma lucasanum,11,0.01261,2.8783,Invertebrivores,LC,59.74112608,1.194822522,11.94822522,0.011948225,0.22,7.5,10
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,2,50,no indica,,atr,Abudefduf troschelii,40,0.016,3.0516,Planktivores,LC,299.5828344,5.991656688,59.91656688,0.059916567,0.8,7.5,40
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,3,50,no indica,,sac,Stegastes acapulcoensis,3,0.0349,2.9109,Detritivores,LC,36.91156961,0.738231392,7.382313921,0.007382314,0.06,7.5,3
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,3,50,no indica,,atr,Abudefduf troschelii,65,0.016,3.0516,Planktivores,LC,486.8221059,9.736442117,97.36442117,0.097364421,1.3,7.5,65
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,3,50,no indica,,hdi,Halichoeres dispilus,6,0.0126,3.0673,Invertebrivores,LC,59.60706253,1.192141251,11.92141251,0.011921413,0.12,7.5,5
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,3,50,no indica,,jni,Johnrandallia nigrirostris,2,0.0256,3.0006,Invertebrivores,LC,21.62612893,0.432522579,4.325225787,0.004325226,0.04,7.5,2
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,3,50,no indica,,sve,Sufflamen verres,3,0.0249,3.013,Invertebrivores,LC,71.82310994,1.436462199,14.36462199,0.014364622,0.06,7.5,2
2015,August,8/6/2015,Pelonas,Juan Carlos Azofeifa,3,50,no indica,,tlu,Thalassoma lucasanum,7,0.01261,2.8783,Invertebrivores,LC,43.08922155,0.861784431,8.617844309,0.008617844,0.14,7.5,6
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,1,50,no indica,,tlu,Thalassoma lucasanum,121,0.01261,2.8783,Invertebrivores,LC,330.2815559,6.605631118,66.05631118,0.066056311,2.42,7.5,64
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,1,50,no indica,,sac,Stegastes acapulcoensis,34,0.0349,2.9109,Detritivores,LC,797.4466174,15.94893235,159.4893235,0.159489323,0.68,7.5,25
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,1,50,no indica,,ost,Ophioblennius steindachneri,1,0.0324,2.379,Detritivores,LC,3.911251618,0.078225032,0.782250324,0.00078225,0.02,7.5,1
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,1,50,no indica,,sps,Serranus psittacinus,1,0.0193,2.8511,Piscivores,LC,6.031765891,0.120635318,1.206353178,0.001206353,0.02,7.5,1
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,1,50,no indica,,atr,Abudefduf troschelii,7,0.016,3.0516,Planktivores,LC,52.42699602,1.04853992,10.4853992,0.010485399,0.14,7.5,7
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,2,50,no indica,,atr,Abudefduf troschelii,130,0.016,3.0516,Planktivores,LC,973.6442117,19.47288423,194.7288423,0.194728842,2.6,7.5,130
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,2,50,no indica,,tgr,Thalassoma grammaticum,1,0.0159,2.9718,Invertebrivores,LC,6.337298837,0.126745977,1.267459767,0.00126746,0.02,7.5,1
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,2,50,no indica,,tlu,Thalassoma lucasanum,320,0.01261,2.8783,Invertebrivores,LC,295.6011082,5.912022165,59.12022165,0.059120222,6.4,7.5,60
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,2,50,no indica,,sac,Stegastes acapulcoensis,43,0.0349,2.9109,Detritivores,LC,529.065831,10.58131662,105.8131662,0.105813166,0.86,7.5,43
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,3,50,no indica,,sac,Stegastes acapulcoensis,11,0.0349,2.9109,Detritivores,LC,135.3424219,2.706848438,27.06848438,0.027068484,0.22,7.5,11
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,3,50,no indica,,tlu,Thalassoma lucasanum,117,0.01261,2.8783,Invertebrivores,LC,102.3430368,2.046860736,20.46860736,0.020468607,2.34,7.5,16
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,3,50,no indica,,sgh,Scarus ghobban,13,0.0233,2.919,Macroalgae feeders,LC,108.54332,2.1708664,21.708664,0.021708664,0.26,7.5,13
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,3,50,no indica,,atr,Abudefduf troschelii,11,0.016,3.0516,Planktivores,LC,82.38527945,1.647705589,16.47705589,0.016477056,0.22,7.5,11
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,3,50,no indica,,ssu,Sargocentron suborbitalis,1,0.0232,2.9554,Invertebrivores,LC,8.946312056,0.178926241,1.789262411,0.001789262,0.02,7.5,1
2015,August,8/6/2015,Matapalo,Juan Carlos Azofeifa,3,50,no indica,,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,12.06353178,0.241270636,2.412706356,0.002412706,0.04,7.5,2
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,1,50,no indica,,hdi,Halichoeres dispilus,24,0.0126,3.0673,Invertebrivores,LC,146.1023495,2.92204699,29.2204699,0.02922047,0.48,7.5,24
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,1,50,no indica,,tlu,Thalassoma lucasanum,18,0.01261,2.8783,Invertebrivores,LC,54.9895205,1.09979041,10.9979041,0.010997904,0.36,7.5,4
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,1,50,no indica,,sps,Serranus psittacinus,9,0.0193,2.8511,Piscivores,LC,19.67390938,0.393478188,3.934781875,0.003934782,0.18,7.5,3
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,1,50,no indica,,sgh,Scarus ghobban,24,0.0233,2.919,Macroalgae feeders,LC,200.3876677,4.007753354,40.07753354,0.040077534,0.48,7.5,24
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,2,50,no indica,,sve,Sufflamen verres,3,0.0249,3.013,Invertebrivores,LC,32.35043974,0.647008795,6.470087948,0.006470088,0.06,7.5,3
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,2,50,no indica,,sgh,Scarus ghobban,10,0.0233,2.919,Macroalgae feeders,LC,83.49486154,1.669897231,16.69897231,0.016698972,0.2,7.5,10
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,2,50,no indica,,hdi,Halichoeres dispilus,2,0.0126,3.0673,Invertebrivores,LC,35.25667094,0.705133419,7.051334188,0.007051334,0.04,7.5,1
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,3,50,no indica,,hdi,Halichoeres dispilus,3,0.0126,3.0673,Invertebrivores,LC,64.42574399,1.28851488,12.8851488,0.012885149,0.06,7.5,1
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,3,50,no indica,,tlu,Thalassoma lucasanum,20,0.01261,2.8783,Invertebrivores,LC,97.20791127,1.944158225,19.44158225,0.019441582,0.4,7.5,19
2015,August,8/6/2015,Punta Cacique,Juan Carlos Azofeifa,3,50,no indica,,atr,Abudefduf troschelii,300,0.016,3.0516,Planktivores,LC,2246.871258,44.93742516,449.3742516,0.449374252,6,7.5,300
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,1,50,4.8,Somero,paz,Plagiotremus azaleus,3,0.0046,3.1388,Piscivores,LC,7.700543525,0.154010871,1.540108705,0.001540109,0.06,7.5,3
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,1,50,4.8,Somero,cat,Chromis atrilobata,200,0.00523,3.41655,Planktivores,LC,1021.462069,20.42924137,204.2924137,0.204292414,4,7.5,200
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,1,50,4.8,Somero,tlu,Thalassoma lucasanum,95,0.01261,2.8783,Invertebrivores,LC,437.3278985,8.746557969,87.46557969,0.08746558,1.9,7.5,92
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,1,50,4.8,Somero,sgh,Scarus ghobban,12,0.0233,2.919,Macroalgae feeders,LC,100.1938339,2.003876677,20.03876677,0.020038767,0.24,7.5,12
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,2,50,4.6,Somero,atr,Abudefduf troschelii,3,0.016,3.0516,Planktivores,LC,22.46871258,0.449374252,4.493742516,0.004493743,0.06,7.5,3
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,2,50,4.6,Somero,paz,Plagiotremus azaleus,3,0.0046,3.1388,Piscivores,LC,7.700543525,0.154010871,1.540108705,0.001540109,0.06,7.5,3
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,2,50,4.6,Somero,tlu,Thalassoma lucasanum,35,0.01261,2.8783,Invertebrivores,LC,201.4977191,4.029954382,40.29954382,0.040299544,0.7,7.5,31
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,2,50,4.6,Somero,sgh,Scarus ghobban,21,0.0233,2.919,Macroalgae feeders,LC,347.7717448,6.955434896,69.55434896,0.069554349,0.42,7.5,15
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,3,50,3.1,Somero,sgh,Scarus ghobban,50,0.0233,2.919,Macroalgae feeders,LC,417.4743077,8.349486154,83.49486154,0.083494862,1,7.5,50
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,3,50,3.1,Somero,cpu,Canthigaster punctatissima,3,0.0197,2.9174,Invertebrivores,LC,7.607465543,0.152149311,1.521493109,0.001521493,0.06,7.5,1
2016,February,2/2/2016,Güiri-Güiri,Juan Carlos Azofeifa,3,50,3.1,Somero,sve,Sufflamen verres,2,0.0249,3.013,Invertebrivores,LC,61.03963003,1.220792601,12.20792601,0.012207926,0.04,7.5,1
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,4,50,5,Somero,tlu,Thalassoma lucasanum,77,0.01261,2.8783,Invertebrivores,LC,25.53072832,0.510614566,5.106145664,0.005106146,1.54,7.5,3
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,4,50,5,Somero,sac,Stegastes acapulcoensis,5,0.0349,2.9109,Detritivores,LC,61.51928268,1.230385654,12.30385654,0.012303857,0.1,7.5,5
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,4,50,5,Somero,sve,Sufflamen verres,1,0.0249,3.013,Invertebrivores,LC,10.78347991,0.215669598,2.156695983,0.002156696,0.02,7.5,1
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,4,50,5,Somero,dhy,Diodon hystrix,1,0.285,2.345,Invertebrivores,NE,32.12650802,0.64253016,6.425301605,0.006425302,0.02,7.5,1
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,5,50,5,Somero,sgh,Scarus ghobban,60,0.0233,2.919,Macroalgae feeders,LC,500.9691693,10.01938339,100.1938339,0.100193834,1.2,7.5,60
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,5,50,5,Somero,tlu,Thalassoma lucasanum,115,0.01261,2.8783,Invertebrivores,LC,687.9680845,13.75936169,137.5936169,0.137593617,2.3,7.5,100
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,6,50,5,Somero,tlu,Thalassoma lucasanum,61,0.01261,2.8783,Invertebrivores,LC,14.7374085,0.29474817,2.9474817,0.002947482,1.22,7.5,1
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,6,50,5,Somero,sgh,Scarus ghobban,30,0.0233,2.919,Macroalgae feeders,LC,250.4845846,5.009691693,50.09691693,0.050096917,0.6,7.5,30
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,6,50,5,Somero,atr,Abudefduf troschelii,4,0.016,3.0516,Planktivores,LC,29.95828344,0.599165669,5.991656688,0.005991657,0.08,7.5,4
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,6,50,5,Somero,jni,Johnrandallia nigrirostris,1,0.0256,3.0006,Invertebrivores,LC,10.81306447,0.216261289,2.162612893,0.002162613,0.02,7.5,1
2016,February,2/2/2016,Güiri-Güiri,Sebastián Mena-González,6,50,5,Somero,ost,Ophioblennius steindachneri,1,0.0324,2.379,Detritivores,LC,3.911251618,0.078225032,0.782250324,0.00078225,0.02,7.5,1
2016,February,2/2/2016,Palmitas,Juan Carlos Azofeifa,1,50,6.1,Profundo,cpu,Canthigaster punctatissima,5,0.0197,2.9174,Invertebrivores,LC,14.92955577,0.298591115,2.985911154,0.002985911,0.1,7.5,2
2016,February,2/2/2016,Palmitas,Juan Carlos Azofeifa,1,50,6.1,Profundo,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,12.06353178,0.241270636,2.412706356,0.002412706,0.04,7.5,2
2016,February,2/2/2016,Palmitas,Juan Carlos Azofeifa,2,50,7.5,Profundo,dhy,Diodon hystrix,3,0.285,2.345,Invertebrivores,NE,170.6915393,3.413830786,34.13830786,0.034138308,0.06,7.5,2
2016,February,2/2/2016,Palmitas,Juan Carlos Azofeifa,2,50,7.5,Profundo,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,12.06353178,0.241270636,2.412706356,0.002412706,0.04,7.5,2
2016,February,2/2/2016,Palmitas,Juan Carlos Azofeifa,3,50,7.8,Profundo,tlu,Thalassoma lucasanum,57,0.01261,2.8783,Invertebrivores,LC,85.7833151,1.715666302,17.15666302,0.017156663,1.14,7.5,10
2016,February,2/2/2016,Palmitas,Juan Carlos Azofeifa,3,50,7.8,Profundo,hdi,Halichoeres dispilus,13,0.0126,3.0673,Invertebrivores,LC,148.3831981,2.967663962,29.67663962,0.02967664,0.26,7.5,10
2016,February,2/2/2016,Palmitas,Juan Carlos Azofeifa,3,50,7.8,Profundo,sps,Serranus psittacinus,2,0.0193,2.8511,Piscivores,LC,31.91135919,0.638227184,6.382271838,0.006382272,0.04,7.5,1
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,4,50,5,Somero,tlu,Thalassoma lucasanum,85,0.01261,2.8783,Invertebrivores,LC,981.530459,19.63060918,196.3060918,0.196306092,1.7,7.5,40
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,4,50,5,Somero,sgh,Scarus ghobban,2,0.0233,2.919,Macroalgae feeders,LC,16.69897231,0.333979446,3.339794462,0.003339794,0.04,7.5,2
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,4,50,5,Somero,atr,Abudefduf troschelii,20,0.016,3.0516,Planktivores,LC,149.7914172,2.995828344,29.95828344,0.029958283,0.4,7.5,20
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,4,50,5,Somero,cat,Chromis atrilobata,16,0.00523,3.41655,Planktivores,LC,81.71696548,1.63433931,16.3433931,0.016343393,0.32,7.5,16
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,5,50,5,Somero,tlu,Thalassoma lucasanum,22,0.01261,2.8783,Invertebrivores,LC,105.5338635,2.110677271,21.10677271,0.021106773,0.44,7.5,21
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,5,50,5,Somero,cat,Chromis atrilobata,36,0.00523,3.41655,Planktivores,LC,183.8631723,3.677263447,36.77263447,0.036772634,0.72,7.5,36
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,6,50,5,Somero,sps,Serranus psittacinus,3,0.0193,2.8511,Piscivores,LC,6.557969792,0.131159396,1.311593958,0.001311594,0.06,7.5,1
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,6,50,5,Somero,tlu,Thalassoma lucasanum,131,0.01261,2.8783,Invertebrivores,LC,27.07424626,0.541484925,5.414849253,0.005414849,2.62,7.5,1
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,6,50,5,Somero,hch,Halichoeres chierchiae,2,0.0126,3.0673,Invertebrivores,LC,6.29699561,0.125939912,1.259399122,0.001259399,0.04,7.5,1
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,6,50,5,Somero,sgh,Scarus ghobban,16,0.0233,2.919,Macroalgae feeders,LC,133.5917785,2.671835569,26.71835569,0.026718356,0.32,7.5,16
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,6,50,5,Somero,hdi,Halichoeres dispilus,3,0.0126,3.0673,Invertebrivores,LC,18.26279369,0.365255874,3.652558738,0.003652559,0.06,7.5,3
2016,February,2/2/2016,Palmitas,Sebastián Mena-González,6,50,5,Somero,axa,Acanthurus xanthopterus,1,0.02673,2.98449,Detritivores,LC,10.92975806,0.218595161,2.185951613,0.002185952,0.02,7.5,1
